|6.6.6
pyrolite_1.tab
           2
P(bar)
   1.0000000000000000
   50000.000000000000
          31
T(K)
   1200.00000000000000
   100.000000000000000
          31
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol
1.3e+06  2200 5575.32 1.40241e-05 1.6042e-07 6.50317e+06 3.0762e+06 10.8001 13.7916 7.428 2297.8 1.55565e+07 1213.85 1.77946
1.35e+06  2200 5620.38 1.36915e-05 1.56343e-07 6.6648e+06 3.13928e+06 10.8896 13.8945 7.47364 2285.93 1.64236e+07 1211.91 1.76518
1.4e+06  2200 5664.69 1.33775e-05 1.5249e-07 6.82559e+06 3.20133e+06 10.9769 13.9944 7.51754 2274.36 1.72842e+07 1210.07 1.75138
1.45e+06  2200 5708.32 1.30798e-05 1.48841e-07 6.98557e+06 3.26236e+06 11.0623 14.0917 7.55982 2263.01 1.81385e+07 1208.31 1.73799
1.5e+06  2200 5751.24 1.27971e-05 1.45378e-07 7.14491e+06 3.3225e+06 11.146 14.1866 7.60066 2251.87 1.89867e+07 1206.63 1.72502
    1  2300 3072.7 7.16547e-05 1.67034e-06 748576 473252 4.92915 6.69677 3.92425 3027.37 -1.09705e+07 1403.93 3.22885
50001  2300 3293.71 3.7809e-05 9.53154e-07 1.14805e+06 587394 5.90197 7.65552 4.22249 2945.69 -9.59079e+06 1282.21 3.01235
100001  2300 3464.02 2.87132e-05 7.38858e-07 1.44769e+06 677526 6.46396 8.23768 4.42234 2889.23 -8.24401e+06 1250.9 2.86413
150001  2300 3642.72 2.35616e-05 5.99129e-07 1.76349e+06 783109 6.95783 8.77926 4.63658 2857.35 -6.90547e+06 1235.35 2.72351
200001  2300 3885.81 2.13346e-05 4.79991e-07 2.18632e+06 962392 7.50072 9.44893 4.97656 2847.58 -5.61759e+06 1233.19 2.55316
250001  2300 4137.56 2.29846e-05 4.06079e-07 2.64169e+06 1.24017e+06 7.98628 10.1808 5.46758 2780.32 -4.50866e+06 1252.67 2.39882
300001  2300 4412.11 2.53219e-05 3.43665e-07 3.17345e+06 1.61223e+06 8.48091 10.984 6.0449 2714.13 -3.50569e+06 1273.31 2.24858
350001  2300 4485.99 2.36885e-05 3.21388e-07 3.37014e+06 1.69354e+06 8.66742 11.2009 6.1442 2686.53 -2.44554e+06 1264.94 2.21156
400001  2300 4556.45 2.22865e-05 3.02173e-07 3.56377e+06 1.77173e+06 8.84377 11.4042 6.23566 2660.99 -1.39843e+06 1257.82 2.17737
450001  2300 4623.89 2.10677e-05 2.85389e-07 3.75476e+06 1.84717e+06 9.01131 11.596 6.32047 2637.25 -363655 1251.66 2.1456
500001  2300 4688.56 2.00004e-05 2.70581e-07 3.94337e+06 1.92008e+06 9.17088 11.7774 6.39938 2615.07 659003 1246.29 2.11601
550001  2300 4750.86 1.9053e-05 2.57395e-07 4.12993e+06 1.99079e+06 9.32357 11.9499 6.47329 2594.22 1.67041e+06 1241.54 2.08826
600001  2300  4811 1.82056e-05 2.45564e-07 4.31465e+06 2.05951e+06 9.47011 12.1145 6.5428 2574.58 2.67114e+06 1237.3 2.06215
650001  2300 4869.13 1.74446e-05 2.34883e-07 4.49766e+06 2.12634e+06 9.61093 12.2718 6.6083 2556.01 3.66134e+06 1233.5 2.03754
700001  2300 4925.47 1.67547e-05 2.25182e-07 4.67914e+06 2.19147e+06 9.74668 12.4226 6.67026 2538.36 4.64171e+06 1230.06 2.01423
750000  2300 4980.18 1.6126e-05 2.16324e-07 4.85923e+06 2.25503e+06 9.87781 12.5676 6.72904 2521.56 5.61269e+06 1226.92 1.99209
800000  2300 5033.34 1.55517e-05 2.08203e-07 5.03798e+06 2.31709e+06 10.0046 12.7071 6.78487 2505.53 6.57434e+06 1224.05 1.97106
850000  2300 5085.1 1.50235e-05 2.00723e-07 5.21553e+06 2.37777e+06 10.1274 12.8417 6.83808 2490.19 7.52734e+06 1221.41 1.951
900000  2300 5135.56 1.45357e-05 1.93809e-07 5.39195e+06 2.43717e+06 10.2465 12.9718 6.88888 2475.49 8.47201e+06 1218.97 1.93182
950000  2300 5184.79 1.40847e-05 1.87398e-07 5.5673e+06 2.49532e+06 10.3623 13.0976 6.93739 2461.35 9.40835e+06 1216.7 1.91348
1e+06  2300 5232.88 1.36654e-05 1.81434e-07 5.74165e+06 2.55232e+06 10.4748 13.2195 6.98387 2447.75 1.03369e+07 1214.59 1.8959
1.05e+06  2300 5279.93 1.32744e-05 1.7587e-07 5.91506e+06 2.60824e+06 10.5844 13.3377 7.02845 2434.63 1.12581e+07 1212.62 1.879
1.1e+06  2300 5325.95 1.29095e-05 1.70665e-07 6.08755e+06 2.6631e+06 10.6911 13.4525 7.07122 2421.95 1.21717e+07 1210.76 1.86277
1.15e+06  2300 5371.03 1.25674e-05 1.65786e-07 6.2592e+06 2.71696e+06 10.7952 13.564 7.11234 2409.69 1.30784e+07 1209.02 1.84714
1.2e+06  2300 5475.14 1.48451e-05 1.70109e-07 6.16317e+06 2.93043e+06 10.6097 13.5621 7.31591 2378.12 1.39276e+07 1222.72 1.81201
1.25e+06  2300 5521.88 1.44666e-05 1.65475e-07 6.32667e+06 2.99584e+06 10.7039 13.6716 7.36572 2365.41 1.48076e+07 1220.49 1.79667
1.3e+06  2300 5567.79 1.411e-05 1.61111e-07 6.48932e+06 3.06024e+06 10.7959 13.7781 7.41371 2353.04 1.56808e+07 1218.39 1.78186
1.35e+06  2300 5612.92 1.37734e-05 1.56993e-07 6.65113e+06 3.12365e+06 10.8856 13.8816 7.45996 2340.98 1.65476e+07 1216.4 1.76753
1.4e+06  2300 5657.29 1.34555e-05 1.53101e-07 6.81212e+06 3.18604e+06 10.9733 13.9822 7.50449 2329.2 1.74077e+07 1214.5 1.75367
1.45e+06  2300 5700.94 1.31543e-05 1.49416e-07 6.97235e+06 3.24745e+06 11.059 14.0802 7.5474 2317.67 1.82616e+07 1212.7 1.74024
1.5e+06  2300 5743.93 1.28684e-05 1.45921e-07 7.13185e+06 3.3079e+06 11.1429 14.1757 7.58878 2306.4 1.91095e+07 1210.98 1.72722
    1  2400 3073.3 6.24187e-05 1.47386e-06 798944 469857 5.09866 6.81035 3.91004 3084.56 -1.08362e+07 1387.81 3.22813
50001  2400 3276.2 3.91097e-05 9.84505e-07 1.11806e+06 570980 5.83957 7.57184 4.17411 3002.38 -9.45744e+06 1291.91 3.02849
100001  2400 3454.22 2.9293e-05 7.51279e-07 1.43003e+06 664800 6.43347 8.18833 4.38681 2942.81 -8.11818e+06 1256.8 2.87225
150001  2400 3610.35 2.38722e-05 6.17877e-07 1.71315e+06 752796 6.88849 8.67483 4.5663 2907.01 -6.78821e+06 1238.55 2.74794
200001  2400 3877.73 2.15887e-05 4.84834e-07 2.17064e+06 950255 7.48157 9.41526 4.95023 2900.41 -5.49357e+06 1237.34 2.55849
250001  2400 4102.66 2.26466e-05 4.1478e-07 2.58443e+06 1.18982e+06 7.93185 10.073 5.3765 2839.61 -4.36803e+06 1253.34 2.41946
300001  2400 4400.84 2.56141e-05 3.47259e-07 3.15491e+06 1.58967e+06 8.46692 10.9477 6.01016 2768.86 -3.3772e+06 1280.07 2.25434
350001  2400 4475.28 2.39375e-05 3.24436e-07 3.3522e+06 1.6716e+06 8.65465 11.1671 6.11156 2740.88 -2.31794e+06 1271.15 2.21686
400001  2400 4546.21 2.25023e-05 3.04797e-07 3.54633e+06 1.75032e+06 8.83203 11.3727 6.20484 2715.05 -1.27153e+06 1263.59 2.18227
450001  2400 4614.06 2.12572e-05 2.87676e-07 3.73776e+06 1.82623e+06 9.00045 11.5664 6.29123 2691.05 -237358 1257.07 2.15017
500001  2400 4679.09 2.01687e-05 2.72595e-07 3.92675e+06 1.89956e+06 9.16078 11.7494 6.37153 2668.65 784786 1251.41 2.12029
550001  2400 4741.72 1.92039e-05 2.59185e-07 4.11365e+06 1.97064e+06 9.31414 11.9233 6.44666 2647.61 1.79575e+06 1246.4 2.09229
600001  2400 4802.15 1.83421e-05 2.47167e-07 4.29869e+06 2.0397e+06 9.46129 12.0892 6.51727 2627.81 2.79612e+06 1241.96 2.06595
650001  2400 4860.53 1.75689e-05 2.36328e-07 4.48197e+06 2.10683e+06 9.60263 12.2477 6.58372 2609.09 3.78595e+06 1237.97 2.04115
700001  2400 4917.11 1.68686e-05 2.26491e-07 4.66371e+06 2.17224e+06 9.73886 12.3995 6.64657 2591.32 4.76602e+06 1234.37 2.01766
750000  2400 4972.03 1.6231e-05 2.17517e-07 4.84402e+06 2.23605e+06 9.87043 12.5455 6.70615 2574.41 5.73674e+06 1231.1 1.99536
800000  2400 5025.39 1.5649e-05 2.09294e-07 5.023e+06 2.29833e+06 9.99759 12.6859 6.76271 2558.28 6.69817e+06 1228.11 1.97418
850000  2400 5077.33 1.51141e-05 2.01726e-07 5.20076e+06 2.35923e+06 10.1208 12.8213 6.81658 2542.85 7.65096e+06 1225.36 1.95398
900000  2400 5127.96 1.46204e-05 1.94735e-07 5.37738e+06 2.41882e+06 10.2403 12.9521 6.86798 2528.07 8.59545e+06 1222.83 1.93469
950000  2400 5177.34 1.41642e-05 1.88254e-07 5.55291e+06 2.47714e+06 10.3563 13.0785 6.91707 2513.87 9.53165e+06 1220.48 1.91624
1e+06  2400 5225.57 1.37402e-05 1.82228e-07 5.72745e+06 2.53432e+06 10.4692 13.201 6.96406 2500.21 1.04602e+07 1218.3 1.89855
1.05e+06  2400 5272.73 1.33451e-05 1.76609e-07 5.90104e+06 2.59037e+06 10.579 13.3199 7.00911 2487.04 1.13812e+07 1216.26 1.88156
1.1e+06  2400 5318.88 1.29763e-05 1.71356e-07 6.07367e+06 2.64537e+06 10.686 13.4351 7.05232 2474.31 1.22946e+07 1214.35 1.86525
1.15e+06  2400 5364.08 1.26309e-05 1.66431e-07 6.24549e+06 2.69936e+06 10.7903 13.5472 7.09385 2462.01 1.32011e+07 1212.55 1.84953
1.2e+06  2400 5467.35 1.49378e-05 1.70906e-07 6.14882e+06 2.91383e+06 10.6049 13.5471 7.30035 2431.46 1.40528e+07 1227.21 1.81459
1.25e+06  2400 5514.18 1.45544e-05 1.66221e-07 6.31249e+06 2.97956e+06 10.6994 13.6573 7.3508 2418.53 1.49323e+07 1224.91 1.79918
1.3e+06  2400 5560.17 1.41932e-05 1.61811e-07 6.47533e+06 3.04429e+06 10.7916 13.7645 7.39943 2405.95 1.58051e+07 1222.74 1.7843
1.35e+06  2400 5605.37 1.38525e-05 1.57651e-07 6.63733e+06 3.10802e+06 10.8817 13.8687 7.44629 2393.7 1.66713e+07 1220.68 1.76991
1.4e+06  2400 5649.79 1.35308e-05 1.53721e-07 6.79851e+06 3.17074e+06 10.9696 13.97 7.49141 2381.75 1.75311e+07 1218.74 1.756
1.45e+06  2400 5693.5 1.3226e-05 1.5e-07 6.95894e+06 3.23247e+06 11.0556 14.0685 7.53489 2370.08 1.83846e+07 1216.88 1.74251
1.5e+06  2400 5736.52 1.2937e-05 1.46473e-07 7.11864e+06 3.29323e+06 11.1397 14.1647 7.57681 2358.66 1.92322e+07 1215.11 1.72944
    1  2500 3053.34 6.77076e-05 1.57304e-06 765508 452686 5.00705 6.69613 3.85041 3141.85 -1.06957e+07 1421.62 3.24925
50001  2500 3255.66 4.05967e-05 1.02251e-06 1.08254e+06 552999 5.76406 7.4744 4.12076 3058.43 -9.31981e+06 1302.49 3.04761
100001  2500 3443.87 2.98865e-05 7.65193e-07 1.41003e+06 651542 6.39759 8.13332 4.34925 2996.14 -7.98644e+06 1262.72 2.88092
150001  2500 3673.31 2.44898e-05 5.92712e-07 1.79812e+06 793788 6.99642 8.81828 4.64856 2969.04 -6.63679e+06 1247.74 2.70086
200001  2500 3869.31 2.18537e-05 4.89825e-07 2.15488e+06 938205 7.46245 9.38173 4.92407 2950.97 -5.36961e+06 1241.54 2.56405
250001  2500 4037.13 2.15256e-05 4.29832e-07 2.47679e+06 1.09808e+06 7.82997 9.87523 5.21115 2905.12 -4.20866e+06 1247.97 2.45809
300001  2500 4389.47 2.59118e-05 3.50956e-07 3.1362e+06 1.5669e+06 8.45271 10.9107 5.97467 2821.48 -3.2482e+06 1286.88 2.26018
350001  2500 4464.48 2.41905e-05 3.27563e-07 3.33411e+06 1.64947e+06 8.6417 11.1328 6.07832 2793.13 -2.18983e+06 1277.38 2.22222
400001  2500 4535.89 2.27207e-05 3.07483e-07 3.52876e+06 1.72875e+06 8.82013 11.3407 6.17349 2766.99 -1.14417e+06 1269.35 2.18723
450001  2500 4604.16 2.14482e-05 2.90013e-07 3.72063e+06 1.80514e+06 8.98945 11.5363 6.26151 2742.74 -110645 1262.46 2.15479
500001  2500 4669.57 2.03379e-05 2.74651e-07 3.91002e+06 1.8789e+06 9.15055 11.721 6.34324 2720.11 910951 1256.47 2.12461
550001  2500 4732.52 1.93552e-05 2.61009e-07 4.09726e+06 1.95037e+06 9.30459 11.8964 6.41963 2698.89 1.92144e+06 1251.2 2.09635
600001  2500 4793.25 1.84784e-05 2.48798e-07 4.28259e+06 2.01975e+06 9.45231 12.0635 6.49134 2678.9 2.92135e+06 1246.53 2.06979
650001  2500 4851.9 1.76928e-05 2.37797e-07 4.46616e+06 2.0872e+06 9.5942 12.2232 6.55881 2660.04 3.91086e+06 1242.36 2.04477
700001  2500 4908.72 1.6982e-05 2.27821e-07 4.64815e+06 2.1529e+06 9.73092 12.3761 6.62256 2642.13 4.89061e+06 1238.59 2.0211
750000  2500 4963.86 1.63353e-05 2.18729e-07 4.82872e+06 2.21696e+06 9.86293 12.5231 6.68297 2625.11 5.86105e+06 1235.18 1.99865
800000  2500 5017.41 1.57454e-05 2.10403e-07 5.0079e+06 2.27948e+06 9.99047 12.6643 6.74027 2608.88 6.82221e+06 1232.06 1.97732
850000  2500 5069.54 1.52036e-05 2.02744e-07 5.18587e+06 2.3406e+06 10.1141 12.8005 6.79482 2593.37 7.7748e+06 1229.2 1.95699
900000  2500 5120.34 1.47039e-05 1.95673e-07 5.36268e+06 2.40038e+06 10.2339 12.9321 6.84685 2578.5 8.71907e+06 1226.57 1.93757
950000  2500 5169.87 1.42424e-05 1.89123e-07 5.5384e+06 2.4589e+06 10.3503 13.0592 6.89651 2564.23 9.6551e+06 1224.13 1.91901
1e+06  2500 5218.24 1.38137e-05 1.83034e-07 5.71311e+06 2.51623e+06 10.4634 13.1824 6.94404 2550.51 1.05834e+07 1221.87 1.90122
1.05e+06  2500 5265.55 1.34144e-05 1.77359e-07 5.88687e+06 2.57245e+06 10.5735 13.3018 6.98959 2537.29 1.15043e+07 1219.76 1.88414
1.1e+06  2500 5311.81 1.30419e-05 1.72055e-07 6.05968e+06 2.62758e+06 10.6808 13.4177 7.03325 2524.51 1.24177e+07 1217.78 1.86773
1.15e+06  2500 5357.12 1.26931e-05 1.67085e-07 6.23168e+06 2.68171e+06 10.7854 13.5303 7.07522 2512.19 1.33242e+07 1215.93 1.85193
1.2e+06  2500 5459.4 1.50263e-05 1.71705e-07 6.13455e+06 2.89722e+06 10.6003 13.5323 7.2848 2482.46 1.41778e+07 1231.54 1.81723
1.25e+06  2500 5506.38 1.46398e-05 1.66976e-07 6.29824e+06 2.96328e+06 10.6949 13.6431 7.33588 2469.38 1.5057e+07 1229.16 1.80173
1.3e+06  2500 5552.45 1.4274e-05 1.6252e-07 6.46125e+06 3.02832e+06 10.7874 13.7509 7.38513 2456.6 1.59293e+07 1226.92 1.78678
1.35e+06  2500 5597.72 1.39292e-05 1.58317e-07 6.62345e+06 3.09237e+06 10.8777 13.8558 7.43259 2444.2 1.67952e+07 1224.8 1.77233
1.4e+06  2500 5642.22 1.36038e-05 1.54348e-07 6.7848e+06 3.15537e+06 10.9659 13.9576 7.47825 2432.11 1.76545e+07 1222.78 1.75835
1.45e+06  2500 5685.99 1.32956e-05 1.50591e-07 6.94542e+06 3.2174e+06 11.0521 14.0569 7.52227 2420.3 1.85078e+07 1220.87 1.74482
1.5e+06  2500 5729.07 1.30034e-05 1.4703e-07 7.10532e+06 3.27847e+06 11.1365 14.1535 7.56474 2408.77 1.93551e+07 1219.06 1.7317
    1  2600 3031.57 7.60572e-05 1.72179e-06 723181 434199 4.88416 6.55376 3.78452 3198.57 -1.05512e+07 1474.21 3.27256
50001  2600 3240.75 4.20586e-05 1.05479e-06 1.05767e+06 538124 5.71076 7.39919 4.07437 3110.38 -9.18757e+06 1313.85 3.0616
100001  2600 3432.86 3.05164e-05 7.80247e-07 1.38901e+06 637699 6.35976 8.07535 4.30966 3047.43 -7.85463e+06 1268.88 2.89018
150001  2600 3684.36 2.49714e-05 5.91332e-07 1.81009e+06 796676 7.00919 8.82948 4.65007 3021.64 -6.50258e+06 1254.16 2.69273
200001  2600 3860.81 2.21263e-05 4.94968e-07 2.139e+06 926110 7.44308 9.34781 4.89761 2999.79 -5.24526e+06 1245.79 2.56969
250001  2600 3999.92 2.10394e-05 4.39471e-07 2.41579e+06 1.04719e+06 7.77011 9.76004 5.11489 2961.9 -4.06422e+06 1246.61 2.48061
300001  2600 4378.02 2.62158e-05 3.54759e-07 3.11736e+06 1.54398e+06 8.43831 10.8733 5.93857 2872.35 -3.1186e+06 1293.77 2.2661
350001  2600 4453.6 2.44477e-05 3.30771e-07 3.3159e+06 1.62721e+06 8.62859 11.0981 6.04452 2843.63 -2.06118e+06 1283.66 2.22765
400001  2600 4525.51 2.2942e-05 3.10232e-07 3.51108e+06 1.70704e+06 8.80809 11.3082 6.14166 2817.17 -1.01633e+06 1275.13 2.19225
450001  2600 4594.21 2.16414e-05 2.92401e-07 3.70341e+06 1.78393e+06 8.97832 11.5058 6.23136 2792.64 16511.2 1267.83 2.15946
500001  2600  4660 2.05084e-05 2.76748e-07 3.89318e+06 1.85813e+06 9.14021 11.6922 6.31455 2769.79 1.03752e+06 1261.51 2.12898
550001  2600 4723.28 1.95074e-05 2.62867e-07 4.08079e+06 1.93e+06 9.29495 11.8692 6.39225 2748.38 2.04754e+06 1255.97 2.10045
600001  2600 4784.31 1.86153e-05 2.50459e-07 4.26644e+06 1.99973e+06 9.44328 12.0377 6.46512 2728.22 3.04701e+06 1251.06 2.07365
650001  2600 4843.23 1.78169e-05 2.3929e-07 4.45028e+06 2.06749e+06 9.58569 12.1985 6.5336 2709.19 4.03609e+06 1246.68 2.04844
700001  2600 4900.3 1.70952e-05 2.29173e-07 4.63253e+06 2.13346e+06 9.72289 12.3525 6.59827 2691.16 5.01549e+06 1242.74 2.02458
750000  2600 4955.65 1.64392e-05 2.19958e-07 4.81332e+06 2.19779e+06 9.85534 12.5004 6.65952 2674.01 5.98562e+06 1239.17 2.00195
800000  2600 5009.41 1.58414e-05 2.11526e-07 4.99272e+06 2.26056e+06 9.98327 12.6425 6.71758 2657.68 6.94653e+06 1235.92 1.98048
850000  2600 5061.72 1.52926e-05 2.03776e-07 5.1709e+06 2.32189e+06 10.1073 12.7796 6.77284 2642.07 7.89887e+06 1232.94 1.96001
900000  2600 5112.69 1.47868e-05 1.96625e-07 5.34791e+06 2.38188e+06 10.2275 12.9119 6.82551 2627.12 8.84295e+06 1230.21 1.94046
950000  2600 5162.38 1.43199e-05 1.90003e-07 5.5238e+06 2.44059e+06 10.3441 13.0398 6.87577 2612.78 9.77878e+06 1227.67 1.92179
1e+06  2600 5210.9 1.38864e-05 1.83851e-07 5.69869e+06 2.49809e+06 10.4576 13.1636 6.92384 2598.99 1.0707e+07 1225.33 1.9039
1.05e+06  2600 5258.34 1.34828e-05 1.78118e-07 5.87263e+06 2.55448e+06 10.568 13.2837 6.9699 2585.71 1.16277e+07 1223.15 1.88671
1.1e+06  2600 5304.73 1.31066e-05 1.72763e-07 6.04562e+06 2.60976e+06 10.6755  13.4 7.01404 2572.91 1.2541e+07 1221.11 1.87023
1.15e+06  2600 5350.16 1.27543e-05 1.67748e-07 6.21773e+06 2.66402e+06 10.7803 13.5132 7.05642 2560.51 1.34472e+07 1219.2 1.85434
1.2e+06  2600 5410.31 1.31583e-05 1.65624e-07 6.31463e+06 2.76071e+06 10.8034 13.5923 7.1433 2544.06 1.43353e+07 1222.45 1.83373
1.25e+06  2600 5498.49 1.47234e-05 1.67739e-07 6.28397e+06 2.94701e+06 10.6904 13.6289 7.32097 2518.35 1.51817e+07 1233.29 1.80432
1.3e+06  2600 5544.66 1.43533e-05 1.63236e-07 6.44713e+06 3.01234e+06 10.7831 13.7373 7.37078 2505.41 1.60536e+07 1230.97 1.78929
1.35e+06  2600 5590.01 1.40043e-05 1.5899e-07 6.60951e+06 3.07668e+06 10.8737 13.8428 7.41882 2492.85 1.69191e+07 1228.77 1.77477
1.4e+06  2600 5634.58 1.36751e-05 1.54981e-07 6.77106e+06 3.13998e+06 10.9622 13.9453 7.46505 2480.61 1.77781e+07 1226.7 1.76074
1.45e+06  2600 5678.42 1.33636e-05 1.51188e-07 6.93186e+06 3.2023e+06 11.0487 14.0451 7.5096 2468.7 1.86311e+07 1224.72 1.74714
1.5e+06  2600 5721.57 1.30683e-05 1.47594e-07 7.09193e+06 3.26366e+06 11.1333 14.1424 7.55256 2457.07 1.94781e+07 1222.85 1.73396
    1  2700 3015.98 8.98924e-05 1.94332e-06 678021 392518 4.74012 6.31141 3.60601 3254.75 -1.0381e+07 1564.64 3.28948
50001  2700 3225.77 4.3678e-05 1.08955e-06 1.0329e+06 523320 5.65662 7.3228 4.02724 3160.5 -9.05474e+06 1326.39 3.07581
100001  2700 3419.21 3.12346e-05 7.98296e-07 1.36384e+06 622591 6.31439 8.00911 4.26677 3096.77 -7.72279e+06 1275.46 2.90172
150001  2700 3697.41 2.5477e-05 5.88764e-07 1.82596e+06 802294 7.02741 8.84965 4.6582 3072.71 -6.36678e+06 1261.05 2.68323
200001  2700 3852.23 2.24076e-05 5.00277e-07 2.12299e+06 913966 7.42342 9.31344 4.87081 3046.85 -5.12045e+06 1250.11 2.57542
250001  2700 3984.45 2.1094e-05 4.4506e-07 2.38877e+06 1.02531e+06 7.74174 9.70705 5.07136 3010.29 -3.93643e+06 1249.31 2.49018
300001  2700 4366.45 2.65272e-05 3.58675e-07 3.09838e+06 1.52088e+06 8.42371 10.8352 5.90176 2921.48 -2.98833e+06 1300.76 2.2721
350001  2700 4442.64 2.47101e-05 3.34063e-07 3.29756e+06 1.60477e+06 8.61531 11.0628 6.01011 2892.36 -1.93198e+06 1289.98 2.23315
400001  2700 4515.05 2.31669e-05 3.13048e-07 3.49328e+06 1.68519e+06 8.79591 11.2753 6.10927 2865.57 -887998 1280.94 2.19733
450001  2700 4584.2 2.18368e-05 2.94842e-07 3.68607e+06 1.76258e+06 8.96706 11.4749 6.20072 2840.77 144104 1273.21 2.16417
500001  2700 4650.37 2.06807e-05 2.78887e-07 3.87625e+06 1.83723e+06 9.12975 11.6631 6.28543 2817.68 1.1645e+06 1266.55 2.13339
550001  2700  4714 1.96606e-05 2.64761e-07 4.0642e+06 1.90949e+06 9.28517 11.8416 6.36445 2796.06 2.17396e+06 1260.71 2.10459
600001  2700 4775.33 1.87527e-05 2.52149e-07 4.25016e+06 1.97958e+06 9.43411 12.0114 6.43849 2775.71 3.17294e+06 1255.56 2.07755
650001  2700 4834.52 1.79412e-05 2.4081e-07 4.43429e+06 2.04766e+06 9.57707 12.1735 6.50804 2756.54 4.16162e+06 1250.96 2.05212
700001  2700 4891.84 1.72084e-05 2.30547e-07 4.6168e+06 2.11393e+06 9.71477 12.3286 6.57367 2738.37 5.14068e+06 1246.83 2.02808
750000  2700 4947.42 1.65429e-05 2.21208e-07 4.79783e+06 2.17853e+06 9.84765 12.4775 6.63578 2721.1 6.11048e+06 1243.11 2.00528
800000  2700 5001.39 1.59369e-05 2.12669e-07 4.97745e+06 2.24153e+06 9.976 12.6205 6.69462 2704.64 7.07106e+06 1239.71 1.98365
850000  2700 5053.89 1.5381e-05 2.04824e-07 5.15582e+06 2.30309e+06 10.1003 12.7584 6.75059 2688.94 8.02315e+06 1236.61 1.96305
900000  2700 5105.03 1.4869e-05 1.97589e-07 5.33304e+06 2.3633e+06 10.2209 12.8915 6.80394 2673.91 8.96703e+06 1233.77 1.94338
950000  2700 5154.88 1.43966e-05 1.90895e-07 5.5091e+06 2.42219e+06 10.3379 13.0201 6.85478 2659.48 9.90262e+06 1231.14 1.92458
1e+06  2700 5203.56 1.39584e-05 1.84678e-07 5.68417e+06 2.47988e+06 10.4516 13.1445 6.90343 2645.63 1.08306e+07 1228.7 1.90658
1.05e+06  2700 5251.13 1.35504e-05 1.78888e-07 5.85825e+06 2.53643e+06 10.5623 13.2652  6.95 2632.29 1.17512e+07 1226.44 1.88931
1.1e+06  2700 5297.64 1.31703e-05 1.73481e-07 6.0314e+06 2.59187e+06 10.67 13.3822 6.99462 2619.43 1.26643e+07 1224.33 1.87272
1.15e+06  2700 5343.18 1.28145e-05 1.68418e-07 6.20371e+06 2.64628e+06 10.7752 13.4959 7.03748 2607.01 1.35706e+07 1222.36 1.85676
1.2e+06  2700 5387.81 1.24808e-05 1.63666e-07 6.37519e+06 2.6997e+06 10.8778 13.6065 7.07867 2595.01 1.44702e+07 1220.5 1.84138
1.25e+06  2700 5490.52 1.48056e-05 1.68511e-07 6.26961e+06 2.9307e+06 10.686 13.6146 7.30597 2565.41 1.53065e+07 1237.31 1.80694
1.3e+06  2700 5536.79 1.44309e-05 1.6396e-07 6.43295e+06 2.99632e+06 10.7789 13.7237 7.35638 2552.33 1.6178e+07 1234.9 1.79184
1.35e+06  2700 5582.24 1.4078e-05 1.59671e-07 6.5955e+06 3.06093e+06 10.8698 13.8298 7.40496 2539.65 1.70432e+07 1232.64 1.77725
1.4e+06  2700 5626.89 1.37451e-05 1.55622e-07 6.75722e+06 3.12451e+06 10.9585 13.9329 7.45172 2527.3 1.79019e+07 1230.49 1.76314
1.45e+06  2700 5670.82 1.34302e-05 1.51793e-07 6.91814e+06 3.18707e+06 11.0452 14.0331 7.49674 2515.27 1.87546e+07 1228.45 1.74949
1.5e+06  2700 5714.03 1.31317e-05 1.48164e-07 7.07843e+06 3.24873e+06 11.13 14.131 7.54025 2503.55 1.96013e+07 1226.53 1.73625
    1  2800 3001.3 8.58744e-05 1.93772e-06 677394 427668 4.75079 6.44742 3.77484 3311.94 -1.02026e+07 1549.06 3.30556
50001  2800 3209.75 4.54911e-05 1.12891e-06 1.00634e+06 508055 5.59754 7.24107 3.97803 3209.58 -8.92004e+06 1340.29 3.09113
100001  2800 3409.87 3.19906e-05 8.11527e-07 1.35006e+06 610892 6.29122 7.96641 4.23235 3140.4 -7.60508e+06 1282.91 2.90965
150001  2800 3695.2 2.59738e-05 5.93552e-07 1.81928e+06 796222 7.01666 8.82969 4.64193 3120.38 -6.23589e+06 1267.35 2.68484
200001  2800 3843.56 2.2698e-05 5.05757e-07 2.10685e+06 901772 7.40349 9.27864 4.84367 3092.42 -4.99523e+06 1254.51 2.58124
250001  2800 3938.79 2.03269e-05 4.56529e-07 2.315e+06 967832 7.66622 9.56724 4.95691 3064.36 -3.78883e+06 1244.28 2.51882
300001  2800 4354.78 2.6846e-05 3.62707e-07 3.07926e+06 1.49759e+06 8.40892 10.7964 5.86428 2969.11 -2.85745e+06 1307.87 2.27819
350001  2800 4431.59 2.49777e-05 3.37442e-07 3.27911e+06 1.5822e+06 8.60187 11.027 5.97513 2939.58 -1.80221e+06 1296.4 2.23872
400001  2800 4504.52 2.33955e-05 3.1593e-07 3.47539e+06 1.66321e+06 8.7836 11.242 6.07639 2912.47 -759136 1286.79 2.20247
450001  2800 4574.12 2.20352e-05 2.97335e-07 3.66865e+06 1.74113e+06 8.9557 11.4437 6.16965 2887.38 272199 1278.62 2.16894
